CAPITAL
$ 19,334,294,0000
$ 270,0000
$ 14,0000
$ 516,0000
$ 31,0000
$ 18,0000
$ 105,0000
$ 128,0000
$ 54,0000
$ 72,0000
$ 446,0000
$ 129,0000
$ 58,0000
$ 345,0000
$ 591,0000
$ 80,0000
$ 2,0000
$ 90,0000
$ 396,0000
$ 114,0000
$ 2,0000
$ 2,0000
$ 1,0000
$ 614,0000
$ 377,0000
$ 276,0000
$ 47,0000
$ 120,0000
$ 20,0000
$ 413,0000
$ 119,0000
$ 247,0000
$ 5,0000
$ 225,0000
$ 25,0000
$ 907,0000
$ 2,0000
$ 4,0000
$ 80,0000
$ 1,350,0000
$ 105,0000
$ 113,0000
$ 25,0000
$ 12,0000
$ 11,0000
$ 50,0000
$ 100,0000
$ 50,0000
$ 2,0000
$ 304,0000
$ 465,0000
$ 216,0000
$ 34,0000
$ 308,0000
$ 2,386,0000
$ 254,0000
$ 358,0000
$ 1,0000
$ 13,0000
$ 5,0000
$ 20,0000
$ 430,0000
$ 889,0000
$ 2,0000
$ 9,0000
$ 447,0000
$ 25,0000
$ 639,0000
$ 27,0000
$ 20,0000
$ 27,0000
$ 13,0000
$ 5,0000
$ 65,0000
$ 4,0000
$ 120,0000
$ 10,0000
$ 20,0000
$ 42,0000
$ 3,0000
$ 15,0000
$ 6,008,0000
$ 13,0000
$ 60,0000
$ 180,0000
$ 30,0000
$ 89,0000
$ 45,0000
$ 18,0000
$ 88,0000
$ 473,0000
$ 88,0000
$ 88,0000
$ 240,0000
$ 245,0000
$ 245,0000
$ 248,0000
$ 465,0000
$ 136,0000
$ 1,0000
$ 22,0000
$ 2,0000
$ 100,0000
$ 399,0000
$ 174,0000
$ 10,0000
$ 2,0000
$ 513,0000
$ 513,0000
$ 514,0000
$ 33,0000
$ 40,0000
$ 12,0000
$ 5,0000
$ 133,0000
$ 517,0000
$ 75,0000
$ 626,0000
$ 75,0000
$ 626,0000
$ 75,0000
$ 626,0000
$ 177,0000
$ 5,0000
$ 194,168,0000
$ 4,0000
$ 120,0000
$ 78,0000
$ 77,0000
$ 78,0000
$ 6,0000
$ 33,0000
$ 2,0000
$ 2,0000
$ 2,0000
$ 33,0000
$ 16,0000
$ 16,0000
$ 16,0000
$ 16,0000
$ 37,0000
$ 135,0000
$ 35,0000
$ 137,0000
$ 137,0000
$ 1,818,0000
$ 1,463,0000
$ 2,000,0000
$ 93,0000
$ 123,0000
$ 249,947,0000
$ 13,0000
$ 112,0000
$ 112,0000
$ 175,0000
$ 90,0000
$ 57,0000
$ 100,0000
$ 1,398,0000
$ 441,0000
$ 248,0000
$ 409,0000
$ 4,0000
$ 33,0000
$ 286,0000
$ 1,099,0000
$ 680,0000
$ 1,762,0000
$ 1,643,0000
$ 4,917,0000
$ 4,601,0000
$ 4,062,0000
$ 137,0000
$ 10,0000
$ 9,0000
$ 20,0000
$ 100,0000
$ 80,0000
$ 158,0000
$ 40,0000
$ 140,0000
$ 25,0000
$ 22,0000
$ 120,0000
$ 25,0000
$ 717,0000
$ 50,0000
$ 3,0000
$ 45,0000
$ 47,0000
$ 2,0000
$ 52,0000
$ 42,0000
$ 23,0000
$ 566,0000
$ 272,0000
$ 82,0000
$ 2,0000
$ 13,0000
$ 247,0000
$ 2,0000
$ 147,0000
$ 8,0000
$ 219,0000
$ 219,0000
$ 219,0000
$ 25,0000
$ 1,0000
$ 352,0000
$ 30,0000
$ 28,0000
$ 56,0000
$ 61,0000
$ 28,0000
$ 276,0000
$ 15,0000
$ 50,0000
$ 2,0000
$ 50,0000
$ 48,0000
$ 137,0000
$ 393,0000
$ 34,0000
$ 362,0000
$ 551,0000
$ 41,0000
$ 93,0000
$ 895,0000
$ 635,0000
$ 137,0000
$ 400,0000
$ 87,0000
$ 21,0000
$ 10,0000
$ 100,0000
$ 100,0000
$ 25,0000
$ 5,0000
$ 100,0000
$ 828,0000
$ 27,0000
$ 85,0000
$ 180,0000
$ 127,0000
$ 338,0000
$ 20,0000
$ 174,0000
$ 1,091,0000
$ 137,0000
$ 124,0000
$ 176,0000
$ 137,0000
$ 69,0000
$ 69,0000
$ 69,0000
$ 69,0000
$ 245,0000
$ 15,0000
$ 36,584,0000
$ 500,0000
